Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"Would like to see manual selection between languages instead of auto detection.
",1,299,"[0.11090964023867778, -0.2315586313143796]",7,3.0230389075284933e-05,8.226744431838772e-05,9.252495080811593e-05,0.0012077507489356243,0.0013029581833512653,0.0010569620906173134,0.001620173924559649,0.9942114710752272,0.0002936903721052038,4.213928417624641e-05,5.983153682563301e-05
"This by far the best keyboard out there, but with my recent update to JB, its kinda laggy and not so functional.
",1,300,"[-0.19247360092631394, 0.3157567265440022]",0,0.9941987340201047,0.0033900933917262377,0.0015489866663717792,5.153257714182834e-05,0.00018208848446593762,6.340816549930323e-05,0.00012710775206747278,3.490998043538703e-05,0.0002831128695276113,0.00010605601175308534,1.3970080906865546e-05
"As mentioned by others, Google search has slowed with the keyboard not appearing for several seconds when using this keyboard.
",1,301,"[-0.22120820638471153, 0.151403656149471]",1,0.045614001870360535,0.9398717103968159,0.003848665804602773,0.00047846733846794085,0.0013482845244615202,0.00025156470122996593,0.0014293773047112015,0.00021905655825489508,0.006717625444479956,0.00018365414597953372,3.759191063566242e-05
"I have had this keyboard since I first got the Evo, I just love it, I wish it allowed me to input emojis but it is still a 5star app!
",1,302,"[0.021429831070310195, 0.26643754794564845]",2,0.01644820712588558,0.00797360409442131,0.9592044546945135,0.0003536472597678892,0.003898331482964379,0.0018535206759893,0.0011941043863002059,0.00039521231144401395,0.001540056908131027,0.006861325578161714,0.0002775354824210648
"SwiftKey please add: Swipe, personal dictionary and prediction for email and name.
",1,303,"[0.06001597279847328, 0.07899729117800867]",4,0.007143114387448595,0.021152842719512007,0.24715774603318424,0.003678612274741714,0.6078069256509021,0.0560760735368323,0.024867847420121828,0.006245954447705333,0.015528961037045133,0.00899973833871801,0.0013421841537887354
"Not working with jelly bean
",1,304,"[-0.1771792655976859, -0.14509670075793937]",8,0.0014517357484404893,0.008475221015199721,0.0019047917763684815,0.3490373718771,0.011682316131979049,0.001503406942310031,0.21276663230258214,0.009253721780970763,0.4034584866086109,0.0003052814616547299,0.00016103435478389552
"Some of the predictive text functions are annoying but its a good app otherwise.
",1,305,"[-0.059454234746449994, -0.0906280905966304]",6,4.242344775502698e-06,2.7005625016413414e-05,1.1847914977320335e-05,0.00015314530299608662,0.0004450271273619328,1.3633483601463167e-05,0.998664723850387,6.268488989415944e-05,0.0006154760212460103,1.4997424706317476e-06,7.136972734540073e-07
"Pleeeaassseee come out with more themes....
",1,306,"[0.48297854344473484, 0.004415968930540808]",10,2.0855968135964777e-05,2.7894118302375092e-05,8.010095007122771e-05,3.0463201080836667e-05,0.0001327002950706304,0.0010299111360610696,5.5412999530824296e-05,0.00010128245206348201,3.123376233245083e-05,0.0003686026483081404,0.998121542469043
"I'd still like an editable dictionary of the words that it has learned.
",1,307,"[0.04741245287583808, -0.228882086847198]",7,2.715512051583513e-06,8.467265279908579e-06,7.482731613553163e-06,0.00031482179659422365,0.00012432071948957293,4.6135045853604975e-05,0.0003343687743410718,0.9991143090653695,4.1908193286030545e-05,2.623218385774395e-06,2.8476777352424243e-06
"Closes while I type.
",1,308,"[-0.2498964293896841, 0.08228225342283325]",1,0.03366246577854982,0.8376483776483,0.008603179936416015,0.004126618396073294,0.006753433559097076,0.0011017485618743184,0.01128394174404353,0.0013669580799610447,0.0946990185535822,0.0005966468363102901,0.00015761090579231483
"Puts in wrong words when I have the right words and completely omits words when I type too fast.
",1,309,"[-0.19866003334426371, -0.07537855198685033]",8,0.00041893448440200856,0.003790259972271713,0.0004428116092479536,0.006200129222449068,0.0018180069999298044,0.00019963765423981202,0.016417646074854218,0.0006430861050650949,0.9699962492016349,5.163307982248319e-05,2.1605596082779718e-05
"Oh and the voice recognition of voice to text barely works.
",1,310,"[-0.1052005371817819, -0.16686405597822648]",3,0.0002975283546969554,0.0014989543325057326,0.0005526970291761793,0.5271263070322075,0.006647942591073044,0.0007395618192680984,0.4170730214164648,0.00945359902656281,0.03644741387120333,0.0001013368944373432,6.163763240419132e-05
"After updating to jb, there is no heptic intensity control. It's always full blast.
",1,311,"[-0.06945566563071742, -0.0052705326011305105]",8,0.004171986496583855,0.04713781161224143,0.014858586347034613,0.010811715479916885,0.2629583844688085,0.004918197336699914,0.29578332510588623,0.006145917583044714,0.35209655213485014,0.0008547743095281617,0.00026274912540564344
"But i don't like keyboard skin model, if you can make keyboard skin like original keyboard, itu Will great
",1,312,"[0.09656117515360498, 0.27086603231896145]",2,0.02305885154702542,0.015240555857053336,0.7684462639003743,0.0014326355650809424,0.01699983082318303,0.013816731863789606,0.0045699024294164736,0.0019460128010198028,0.004781406190812659,0.1473995478998119,0.002308261122432679
"Just updated my AT&T galaxy s3 from os 4.0.4 to the new 4.1.1 jelly bean and my paid version of swift key 3 no longer works and keeps force closing fix this please??
",1,313,"[-0.20427735524206925, 0.14212357344970183]",1,0.008827473654072155,0.9870490410359105,0.0010972462231071836,0.00012080777096268284,0.0003858788715575891,6.570869005464598e-05,0.0003956207742639072,5.609138228886216e-05,0.001947596885935029,4.5373421403553465e-05,9.161290444008556e-06
"If you just make it possible to sync user dictionary with Google drive so we can have it with Multiple devices (that will let you have the new words you typed in all of your devices) and don't lose them if you wipe or change the device.
",1,314,"[-0.05731755688684837, -0.06627116402935312]",6,0.00017193699106139192,0.001224337664800278,0.0005306025342146557,0.002775984628725002,0.024183728314336614,0.0004819395622001522,0.9449385419532963,0.0014070144163706956,0.02420616073722987,5.5999200761765573e-05,2.375399700329686e-05
"Syncing will be great in background with every time the keyboard shows up and disappears.
",1,315,"[-0.06958923989600392, 0.20719774624710238]",2,0.13165917286037768,0.11284289650261362,0.7313278099627903,0.0008410175759380152,0.008522066625607692,0.001888562656617205,0.0033282345603659904,0.000698080835160421,0.006382191302737028,0.0022841753039773947,0.00022579181381454324
"Or please add a way to customize your own theme.
",1,316,"[0.44621871731125234, 0.06328178983552954]",10,0.0002297553927833531,0.00029459468833385055,0.0010058380193211439,0.0002573921863488158,0.001390073769098708,0.011974186231435183,0.0005137015250377327,0.0007908954470197816,0.0003003962336155777,0.00713600276497184,0.9761071637420341
"swiftkey is really a good keyboard.. but not perfect for me, hope can improve by adding chinese language.
",1,317,"[0.006307146968456193, 0.10012274894492268]",2,0.012963997030786304,0.05307182264399333,0.6286086369886134,0.0031782604185050063,0.23251769367833003,0.015653447511474062,0.022408393305345435,0.003739739158253005,0.02205214314295142,0.005100223198782585,0.0007056429229654504
"besides, slide to delete not so sensitive, hope can improve
",1,318,"[0.021397694133685596, -0.021562649534126434]",4,2.451712209717584e-06,1.186349491033367e-05,1.7363794932195867e-05,9.129114786723412e-06,0.9996977022681824,2.7274589549027354e-05,0.00018050150713716046,1.632449470084667e-05,3.510072776167872e-05,1.689069869175703e-06,5.992259603711499e-07
"Updated to Jelly Bean. I have all haptic feedback turned off on my phone, but after the update it has been turned back on only using SwiftKey.
",1,319,"[-0.2009885238395731, 0.13038509180368205]",1,0.002892715813660137,0.9949164070355663,0.0004950983235942066,6.191974623149968e-05,0.0001979311298639305,3.158125119908736e-05,0.00021109947141138133,2.7921087435375223e-05,0.0011406688106447452,2.041522326166371e-05,4.242107131766593e-06
"It's draining my battery.
",1,320,"[-0.12247056988450948, -0.039720934904824444]",8,0.00018076167480625215,0.002214083642867264,0.00033664215099026625,0.0012664332996740217,0.0028134034972697487,0.00013702820732006926,0.027783976638726785,0.0003174549864927372,0.9649122116590644,2.7839532115055996e-05,1.0164710673334866e-05
"My phone stoped responding While using the keyboard seince recent update.
",1,321,"[-0.292862957582641, 0.16702276728435128]",1,0.30784171674175614,0.5948590758582938,0.02063678310922526,0.0049396300749464115,0.008911880873925021,0.002105466066399558,0.010983918369834025,0.0020842945596376006,0.04557965105244277,0.0016711983645894327,0.000386384928950058
"Just improve the polish and french dict. :-)
",1,322,"[0.07298220158534768, -0.23591835790885024]",7,5.520106385183818e-09,1.6159563222813493e-08,1.5707770957051817e-08,4.104219087041971e-07,2.378776647314692e-07,1.2199981459639078e-07,4.5625190031311476e-07,0.9999986531982776,6.914637889293251e-08,6.176937936135424e-09,7.539676264205259e-09
"This keyboard was stunning on my old Galaxy Ace2 but I now use Galaxy S3 mini running Jelly Bean 4.1 and now Swiftkey will not work.
",1,323,"[-0.18223676249804485, 0.2805135433647844]",0,0.9999719751443336,1.9051836140023506e-05,6.015450362484953e-06,1.6700596349944316e-07,6.447692616928315e-07,1.9792641891522614e-07,4.4440070651211856e-07,1.1021392802685477e-07,1.0637567356607458e-06,2.9071151403861737e-07,3.8784635341120357e-08
"The keyboard refuses to pop-up when i require to type ( in all apps including txt, kingsoft office, WhatsApp log-in's etc) and I hve to revert to the Samsung keyboard.
",1,324,"[-0.2260446572845026, 0.2509687565364525]",0,0.9768003610319658,0.019077247546484887,0.00211110240351975,0.00012288332516243952,0.000376193887877954,0.00010490423669431512,0.00031107044419350553,7.076367720253676e-05,0.0008816428307983466,0.00012358658267074116,2.024403342962392e-05
"Regretably had to un-install.
",1,325,"[-0.11232078887763432, -0.13009053401508783]",6,0.00025847356898947105,0.0015713965692616572,0.0004817421683793113,0.06051443628672141,0.006041335150402566,0.0004904200835110666,0.848077113406429,0.0036483404183600136,0.07880569441816702,7.263508314524655e-05,3.841284663329046e-05
"The swipe down gesture to minimize the keyboard doesn't work very well.
",1,326,"[-0.12571861640430176, 0.2568928636695147]",0,0.9610725393549978,0.020230492288327608,0.015724831667358063,0.00013817679973255034,0.0007750437942801539,0.00021886379044619973,0.00042957615543046313,0.00010116678143917712,0.0009441221032828518,0.00032883495310871805,3.6352311596513586e-05
"Now, occasionally the text predictions won't come up AT ALL and it seems like words are being put in that I NEVER was attempting to write.
",1,327,"[-0.1458749359232776, -0.25263776815241756]",3,1.4391033815594505e-05,5.465475457628751e-05,2.151759163731189e-05,0.997226501804883,0.00014227851745859203,3.16245947826275e-05,0.0014059948131162267,0.0005140000927989014,0.0005798056979806412,5.306797133566484e-06,3.9243018171397486e-06
"Also, I am not too fond of the fact that when I do spell a word wrong, it doesn't automatically insert the correct word.
",1,328,"[-0.13421895287107455, -0.16264701986480715]",3,0.0004822916883117051,0.0025573373324505803,0.0007829281439700545,0.6272935527030604,0.007126506198242513,0.0008495998909981535,0.26989789048825297,0.008064735902937745,0.08272875371322812,0.00013705928045322984,7.934465809449722e-05
"we need more themes!! like a red and green one for Christmas!!
",1,329,"[0.4813018253677318, 0.0055279650795795315]",10,2.239145491838098e-05,2.9950475921256753e-05,8.638109877447703e-05,3.257586068936274e-05,0.00014294921438439396,0.0011196331781785382,5.943893156922053e-05,0.00010833935908839165,3.3492379114388866e-05,0.0004000987746564326,0.9979647492727052
"or color personalization
",1,330,"[0.2383845635025262, -0.05589633656643795]",5,5.267773042475207e-05,0.0001056932053418918,0.00031424555012040967,0.00016166991216413397,0.0022594167954710265,0.9945310470915176,0.00046849593455669747,0.0010840775629308657,0.00016518933737763163,0.00032690835176736984,0.0005305785283275984
"Now there are 5 croatian letters at most right making all keys unbelievably tiny!!
",1,331,"[-0.05017765636668851, 0.0968694669813202]",2,0.03095725665385752,0.3098585834201737,0.3725809176050825,0.0051591691791578465,0.15893052347455988,0.009661432730028043,0.03827614420466417,0.004274940815232053,0.06597478041729153,0.0037136767197578674,0.0006125747801949355
"And I don't want to type in landscape.
",1,332,"[-0.00026379980811464725, -0.023544945890629006]",4,0.00011371555479943956,0.0006427718803941735,0.0006915907290293565,0.00046585742124075416,0.9811866222747606,0.0007376398032407521,0.013035143994120304,0.0006314988312056018,0.002414575621387416,5.9660913494426845e-05,2.09229763272004e-05
"Autocorrect no longer works since they put out swiftkey flow.
",1,333,"[-0.19221951546905414, 0.042354695502011624]",1,0.010168444429500356,0.5763142464205603,0.00670419009657222,0.0042295379569271254,0.009171997865977713,0.0009782356457235105,0.018516831218513895,0.0013223374173984574,0.3720949447204697,0.0003911525673108409,0.00010808166104576614
"Have noticed a bug with it though (although not sure if this is a bug with the keyboard or with android), whenever my phone runs out of battery or I restart it for any reason, the keyboard defaults to Samsung Keyboard.
",1,334,"[-0.22638494429786252, 0.289702320088159]",0,0.9893026572985473,0.007556782997110782,0.001725366822754968,9.061108496430368e-05,0.00027675303876964415,8.829260676688615e-05,0.0002176176908844356,5.569517565392118e-05,0.0005447357602160608,0.00012263368661579127,1.8853837716328293e-05
